texto,opinion
"This was by far the worst hotel I have ever stayed at. The rooms where not clean. The showers did not work well( went from hot to cold, then hot then cold) I had to unplug the tv to plug in the microwave because they did not accommodate for both. Just an unpleasent experience. Certainly wasn't worth the price .",0
"""I have had panic attacks for over 20 years, I been using clonazepam for over 10 years.  I found this medicine to be very helpful it saved my life, but I do hate that I need it just to live a normal life, but glad I do have something to help me to obtain my goals.  I  have started and stopped with this medication prior to recently starting it up again. I used to use 1mg 3x a day, so, I am low dosing for now, 0.5mg. But it is a wonder drug.  One thing people did not write about this drugs is that it keeps you from over thinking which helps for anxiety a great deal.Love this medicine - just do NOT abuse it . I have safely used it for over 10 years.""",1
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",0
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",0
"""Was taken off Geodon because of night-time anxiety and put on Seroquel XR. I feel so unmotivated. Sedated. I no more feel better by afternoon when it&#039;s time to take it again.  I dread the next dose. Haven&#039;t felt this depressed in a while.""",0
"""This was absolutely horrible. Terrible acne, abdominal swellings, and feeling very isolated and depressed. Kept it for 6 weeks. My doctor wanted me to keep it for another 6 weeks but I couldn&#039;t take it anymore. After removal I felt almost immediate relief and mentally much better.""",0
"""Hi.i was addicted to heroin for 9 years.a year ago decide I had enough so started off with methadone. Slowly I reduced it to 15ml daily and then started subtex.6mg fail. after only 4months I tempered down to 0.4. that is when they decided I was ready to stop and I happily agreed cos according to my doc such small does wouldn&#039;t effect me. The first day after taking last tablet I was ok.  But the next day I started feeling awful. I went back and explained that I had withdrawal symptoms. They told me I could go back on script but have to wait 10 days to see a doc (ridiculous) So back on heroin to keep me going till then.  Of course  I&#039;m only smoking really small amount. Worried tho after 10 days I&#039;ll need methadone again.  Does anyone know if I can go straight back on subtex?""",1
My fix for syncdefaultsd crashing every five minutes and losing preference settings: keep System Preferences open @Apple,0
@USAirways was rebooked but sucked big time. Crappy layover. Customer service very sub-par.,0
Prices and delivery volumes of broadband products decreased significantly in 2005 .,0
Bad: Please take heed to this warning do not stay here. My car along with 3 other guest cars staying at this hotel were broken into overnight. The hotel didnt try to make us feel more safe or accommodate us.. They do not care at all. If you are trying to save money dont chance it by staying here unless you want your car broken into and you want your property stolen. It's not worth it you are better off staying in another hotel. This ruined our trip and we didn't feel safe staying there and management doesnt care at all also.. There is no security gaurds or cameras on this property so ask yourself if you want to be next. .,0
@SouthwestAir thanks for an awesome flight and connection! We were delayed but your staff and crew were purely amazing!,1
"""BEWARE! You are playing Russian Roulette when you go on this medication. I cannot imagine how this medication ever got on the market, the side effects are so severe, including the risk of cancer. This is worse than insulin shock!  I started this medication almost two months ago. I have had constant nausea, vomiting and diarrhea. I have also had intense abdominal pain. I stayed on it for a month, but the symptoms were so severe I had to quit. I have been off of it for four weeks and am still experiencing nausea, vomiting and diarrhea on a daily basis. This drug poisoned my system. I have become so weak from vomiting and diarrhea, I am drinking Powerade Zero to keep the dehydration at bay.""",0
"Happily, @apple restored my faith in them today at their Arndale Store following my earlier complaint.",1
"""My night terrors have completely ceased.  My anxiety during the day is greatly diminished.  I do feel slightly drugged but the trade off is worth it.""",1
@littlelizziev hey that's my goal too! Mine got stolen in jan and I haven't been able to replace them ,0
@luckee13 ahhhh girlie I can't wait to see     Did u save the bottle? LOL,1
High winds also toppled three semi-trailers on I-15 north of Barstow .,0
@JetBlue Gary who is serving us at FLL airport counter is really TRUE BLUE! Makes me feel at home even when a JetBlue flight is delayedl,1
Hey @AmericanAir why automated call me and then hang up at 4:45 am!?! And why can't I reschedule Cancelled Flighted flights via web!?! Come on!!!,0
@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :(,0
"""Suboxone is a miracle pill -- it saved my life!  Withdrawal symptoms immediately disappear and very little side effects.""",1
@united now we are trying to get to San Juan from Chicago O'Hare. Having lots of problems. May get a standby flight.,0
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,0
"This place is ideally located with theaters, supermarkets, fast food, fine restaurants, all near by. The architecture is really beautiful and it is brand new. It provides easy access to downtown Napa as well as to the main highway north to all the wineries. My room was on the ground floor, No. 130 and there was some noise from upstairs translated below but not bad. Also had really nice, big screen, TVs.Dear TSCClovisCa,Thank you so much for taking the time to review the Hampton Inn Suites Napa. I appreciate your awesome feedback, compliments of our hotel's location and arthitectural features. Thank you again for staying with the Hampton Inn SUites Napa, we hope to serve you again in the near future.",1
"""I am on day 15 of taking Contrave. I took one pill/day for the first 10 days &amp; have been on 2/day for these last 5. Days 1-6: gnawing headache at least once/day; insatiable thirst; significant constipation. During that time, I had decreased appetite, but I think that may have been due to the constipation-there is just nowhere for the food to go! After &quot;clearing&quot; things out with miralax I have a more normal, healthy appetite. No urge to binge and know when to stop. When I started 2 pills per day, I was again very thirsty, which is better in the last day or so. No headache with the increased dose. Down 2.4lbs, but I haven&#039;t exercised at all, so &quot;only&quot; 2.4lbs in 15days is perfectly fine with me. I look forward to seeing the long-term results.""",1
